subject,culture,ssi_id,circle_number,codeable,me_circle,coder,x,y,r
SS1651869128913,US,US278,2,1,0,SG,230,391,39.20459157
SS1651869128913,US,US278,3,1,0,SG,820,383,39.96248241
SS1651869128913,US,US278,4,1,0,SG,503,149,42.42640687
SS1651869128913,US,US278,5,1,0,SG,621,161,40.45985665
SS1651616863114,US,US34,1,1,1,SG,513,131,41.43669871
SS1651616863114,US,US34,2,1,0,SG,348,334,35.22782991
SS1651616863114,US,US34,3,1,0,SG,629,372,25.05992817
SS1651616969092,US,US38,1,1,1,SG,478,150,13.03840481
SS1651616969092,US,US38,2,1,0,SG,289,175,44.82186966
SS1651616969092,US,US38,3,1,0,SG,403,237,46.06517123
SS1651616969092,US,US38,4,1,0,SG,524,223,32.55764119
SS1651616969092,US,US38,5,1,0,SG,634,144,51.31276644
SS1651678226524,US,US56,1,1,0,SG,237,289,65.06919394
SS1651678226524,US,US56,2,1,1,SG,444,127,84.89994111
SS1651678226524,US,US56,3,1,0,SG,695,277,79.906195
SS1651678245327,US,US64,1,1,1,SG,472,323.0031009,36.79673899
SS1651678245327,US,US64,2,1,0,SG,571,157,40.71854614
SS1651678245327,US,US64,3,1,0,SG,630,297,35.84689666
SS1651678245327,US,US64,4,1,0,SG,578,470.0003949,35.84689666
SS1651678245327,US,US64,5,1,0,SG,325,458.0001626,43.8634244
SS1651678245327,US,US64,6,1,0,SG,280,256,45.80392996
SS1651678245327,US,US64,7,1,0,SG,386,136.9999884,34.6554469
SS1651678258791,US,US76,1,1,1,SG,427,288,63.63961031
SS1651678258791,US,US76,2,1,0,SG,623,169,56.22277119
SS1651678258791,US,US76,3,1,0,SG,659,310,48.16637832
SS1651678258791,US,US76,4,1,0,SG,569,393,52.34500931
SS1651678258791,US,US76,5,1,0,SG,433,82,53.41348144
SS1651678258791,US,US76,6,1,0,SG,178,137,57.27128425
SS1651678258791,US,US76,7,1,0,SG,278,163,44.55333882
SS1651678258791,US,US76,8,1,0,SG,268,19,57.45432969
SS1651678258791,US,US76,9,1,0,SG,120,249,59.36328832
SS1651678258791,US,US76,10,1,0,SG,180,307,46.61544808
SS1651678258791,US,US76,11,1,0,SG,292,396,51.07837116
SS1651678258791,US,US76,12,1,0,SG,409,456,53.66563146
SS1651678258791,US,US76,13,1,0,SG,492,493,46.69047012
SS1651678258791,US,US76,14,1,0,SG,727,143,65.7951366
SS1651678258791,US,US76,15,1,0,SG,780,238,52
SS1651678259296,US,US77,1,1,0,SG,675,120,54.4885309
SS1651678259296,US,US77,2,1,0,SG,782,227,55.97320788
SS1651678259296,US,US77,3,1,0,SG,101,270,57.97413216
SS1651678259296,US,US77,4,1,0,SG,446,61,54.3783045
SS1651678259296,US,US77,5,1,0,SG,101,533,55.94640292
SS1651678259296,US,US77,6,1,0,SG,575,542,56.5862174
SS1651678259296,US,US77,7,1,0,SG,686,602,55.97320788
SS1651678259296,US,US77,8,1,0,SG,306,563,61.29437168
SS1651678259296,US,US77,9,1,0,SG,265,136,60.44005295
SS1651678259296,US,US77,10,1,0,SG,400,189,50.60632372
SS1651678259296,US,US77,11,1,1,SG,509,366,63.95310782
SS1651678259296,US,US77,12,1,0,SG,734,450,67.80117993
SS1651678260663,US,US80,1,1,1,SG,497,376,48.25971405
SS1651678260663,US,US80,2,1,0,SG,400,467,37.36308338
SS1651678260663,US,US80,3,1,0,SG,295,103,40
SS1651678260663,US,US80,4,1,0,SG,485,211,36.35931793
SS1651678260663,US,US80,5,1,0,SG,716,169,41.61730409
SS1651678260663,US,US80,6,1,0,SG,690,308,41.0487515
SS1651678260663,US,US80,7,1,0,SG,139,116,36.06937759
SS1651678260663,US,US80,8,1,0,SG,710,554,37.48332963
SS1651678260663,US,US80,9,1,0,SG,559,520,37.57658846
SS1651678260663,US,US80,10,1,0,SG,92,488,39.59797975
SS1651678260663,US,US80,11,1,0,SG,111,270,38.48376281
SS1651678260663,US,US80,12,1,0,SG,214,388,42.01190308
SS1651678260663,US,US80,13,1,0,SG,334,219,38.01315562
SS1651678260663,US,US80,14,1,0,SG,645,417,38.83297568
SS1651678260663,US,US80,15,1,0,SG,462,629,38.60051813
SS1651678260663,US,US80,16,1,0,SG,590,139,34.98571137
SS1651678267011,US,US88,1,1,1,SG,508,430,83.00602388
SS1651678267011,US,US88,2,1,0,SG,219,263,62.36986452
SS1651678267011,US,US88,3,1,0,SG,386,146,64.20280368
SS1651678267011,US,US88,4,1,0,SG,593,139,67.62396025
SS1651678267011,US,US88,5,1,0,SG,826,238,103.4698024
SS1651678267140,US,US89,1,1,1,SG,399,219,72.44308111
SS1651678267140,US,US89,2,1,0,SG,267,69,42.20189569
SS1651678267140,US,US89,3,1,0,SG,454,76,47.88527958
SS1651678267140,US,US89,4,1,0,SG,460,301,31.01612484
SS1651678267140,US,US89,5,1,0,SG,276,299,42.63801121
SS1651678267140,US,US89,6,1,0,SG,532,186,43.8634244
SS1651678270245,US,US92,1,1,1,SG,442,495,94.36630755
SS1651678270245,US,US92,2,1,0,SG,595,119,66.12866247
SS1651678270245,US,US92,3,1,0,SG,787,266,67
SS1651678270245,US,US92,4,1,0,SG,328,115,62.62587325
SS1651678270245,US,US92,5,1,0,SG,106,222,77.52418977
