subject,culture,ssi_id,circle_number,codeable,me_circle,coder,x,y,r
SS1651771465459,CN,CN113,2,1,0,,298,210,28.28427125
SS1651771465459,CN,CN113,3,1,0,,399,247,23.60084744
SS1651771465459,CN,CN113,4,1,0,,509,229,20.80865205
SS1651771465459,CN,CN113,5,1,0,,574,190,21.1896201
SS1651771465459,CN,CN113,6,1,0,,252,45,33.83784863
SS1651771465459,CN,CN113,7,1,0,,212,130,26.07680962
SS1651771465459,CN,CN113,8,1,0,,568,263,19.72308292
SS1651771465459,CN,CN113,9,1,0,,603,66,21.02379604
SS1651810536901,CN,CN125,1,1,0,,665,193,70.61161378
SS1651810536901,CN,CN125,2,1,1,,380,333,98.12746812
SS1651810536901,CN,CN125,3,1,0,,146,164,113.5341358
SS1651810536901,CN,CN125,4,1,0,,615,332,57.70615219
SS1651828791480,CN,CN135,1,1,1,,163,174,143.808901
SS1651828791480,CN,CN135,2,1,0,,609,134,95.25754563
SS1651828791480,CN,CN135,3,1,0,,416,396,102.9417311
SS1651828791480,CN,CN135,4,1,0,,716,356,89.82761268
SS1651847391324,CN,CN147,1,1,1,,395,114,39.40812099
SS1651847391324,CN,CN147,2,1,0,,622,71,38.28837944
SS1651847391324,CN,CN147,3,1,0,,583,206,36.61966685
SS1651847391324,CN,CN147,4,1,0,,396,262,43.01162634
SS1651891187280,CN,CN151,1,1,0,,278,504,82.49242389
SS1651891187280,CN,CN151,2,1,0,,494,446,120.1041215
SS1651891187280,CN,CN151,3,1,0,,648,256,101.5972441
SS1651891187280,CN,CN151,4,1,0,,498,126,87.86353055
SS1651891187280,CN,CN151,5,1,1,,210,190,96.74709298
SS1651897042062,CN,CN152,1,1,1,,493,104,42.54409477
SS1651897042062,CN,CN152,2,1,0,,405,292,38.20994635
SS1651897042062,CN,CN152,3,1,0,,590,287,36.79673899
SS1651897042062,CN,CN152,4,1,0,,733,271,36.40054945
SS1651897042062,CN,CN152,5,1,0,,478,449,37.64306045
SS1651897042062,CN,CN152,6,1,0,,676,434,32.28002478
SS1651897042062,CN,CN152,7,1,0,,218,235,35.51056181
SS1651897042062,CN,CN152,8,1,0,,247,407,35.60898763
SS1651897042062,CN,CN152,9,1,0,,384,455,32.57299495
SS1651897042062,CN,CN152,10,1,0,,447,564,31.11269837
SS1651897042062,CN,CN152,11,1,0,,566,549,33.28663395
SS1651897042062,CN,CN152,12,1,0,,357,654,28.01785145
SS1651897042062,CN,CN152,13,1,0,,233,554,36.7151195
SS1651907106845,CN,CN158,1,1,0,,505,72,59.03388857
SS1651907106845,CN,CN158,2,1,0,,509,214,58
SS1651907106845,CN,CN158,3,1,0,,429,323,56.08029957
SS1651907106845,CN,CN158,4,1,0,,257,366,51.85556865
SS1651907106845,CN,CN158,5,1,0,,93,247,66.46803743
SS1651907106845,CN,CN158,6,1,1,,298,156,103.3682737
SS1651926856493,CN,CN170,1,1,1,,349,331,106.400188
SS1651926856493,CN,CN170,2,1,0,,548,92,38.60051813
SS1651926856493,CN,CN170,3,1,0,,194,545,46.09772229
SS1651926856493,CN,CN170,4,1,0,,735,125,29.41088234
SS1651926856493,CN,CN170,5,1,0,,737,439,37.12142239
SS1651926856493,CN,CN170,6,1,0,,100,314,71.11961755
SS1651926856493,CN,CN170,7,1,0,,414,578,42.52058325
SS1651926856493,CN,CN170,8,1,0,,562,325,55.31726674
